日経会社コード,企業名称,決算期,決算種別,連結基準,決算月数,業種,資産合計,売上高,販管費,広告宣伝費,拡販費,研究開発費,設備投資額
0000071,鹿島,2013/03,10,1,12,241401,1686072,1485019,85879,,,8463,20500
0000071,鹿島,2014/03,10,1,12,241401,1789495,1521191,84979,,,7829,19800
0000071,鹿島,2015/03,10,1,12,241401,1839259,1693658,84053,,,7742,25400
0000071,鹿島,2016/03,10,1,12,241401,1886781,1742700,88019,,,7827,32900
0000071,鹿島,2017/03,10,1,12,241401,1992822,1821805,91671,,,8221,29400
0000071,鹿島,2018/03,10,1,12,241401,2051226,1830625,100550,,,10322,16100
0000071,鹿島,2019/03,10,1,12,241401,2091175,1974269,108548,,,13968,28400
0000071,鹿島,2020/03,10,1,12,241401,2172108,2010751,116134,,,16442,86300
0000071,鹿島,2021/03,10,1,12,241401,2164806,1907176,114118,,,15029,52700
0000071,鹿島,2022/03,10,1,12,241401,2337741,2079695,132332,,,17300,58000
0000072,不動テトラ,2006/03,10,1,12,241402,38964,57312,5587,,,285,132
0000072,不動テトラ,2007/03,10,1,12,241402,67205,67085,12316,54,,406,542
0000072,不動テトラ,2008/03,10,1,12,241402,55188,72677,15628,,,446,569
0000072,不動テトラ,2009/03,10,1,12,241402,48558,71937,15755,,,428,1229
0000072,不動テトラ,2010/03,10,1,12,241402,45650,67405,7724,,,332,1114
0000072,不動テトラ,2011/03,10,1,12,241402,43878,56051,6951,,,302,755
0000072,不動テトラ,2012/03,10,1,12,241402,43262,51101,6128,,,235,1650
0000072,不動テトラ,2013/03,10,1,12,241402,47373,58228,6039,,,268,1432
0000072,不動テトラ,2014/03,10,1,12,241402,50152,72434,6387,,,347,1850
0000072,不動テトラ,2015/03,10,1,12,241402,48120,70718,7167,,,424,1900
0000072,不動テトラ,2016/03,10,1,12,241402,45927,64004,6727,,,358,1644
0000072,不動テトラ,2017/03,10,1,12,241402,47361,67157,7866,,,385,648
0000072,不動テトラ,2018/03,10,1,12,241402,53103,62805,7414,,,447,1119
0000072,不動テトラ,2019/03,10,1,12,241402,53826,67081,7226,,,545,1110
0000072,不動テトラ,2020/03,10,1,12,241402,52932,71200,7461,,,659,2163
0000072,不動テトラ,2021/03,10,1,12,241402,54082,72308,7989,,,723,2196
0000072,不動テトラ,2022/03,10,1,12,241402,51901,66778,7664,,,657,2205
0000073,大末建設,2006/03,10,1,12,241402,63277,95525,3927,,,40,
0000073,大末建設,2007/03,10,1,12,241402,63960,95465,3614,,,33,
0000073,大末建設,2008/03,10,1,12,241402,49136,79278,3570,,,50,882
0000073,大末建設,2009/03,10,1,12,241402,48011,65363,3499,,,26,760
0000073,大末建設,2010/03,10,1,12,241402,38711,54017,3207,,,16,
0000073,大末建設,2011/03,10,1,12,241402,35961,49050,2861,,,13,
0000073,大末建設,2012/03,10,1,12,241402,35465,42002,2423,,,12,
0000073,大末建設,2013/03,10,1,12,241402,27674,39248,1930,,,8,
0000073,大末建設,2014/03,10,1,12,241402,36210,52182,2276,,,9,34
0000073,大末建設,2015/03,10,1,12,241402,32855,55726,2280,,,9,45
0000073,大末建設,2016/03,10,1,12,241402,34707,59880,2518,,,23,36
0000073,大末建設,2017/03,10,1,12,241402,39815,64539,2779,,,53,199
0000073,大末建設,2018/03,10,1,12,241402,38099,52872,2672,,,49,29
0000073,大末建設,2019/03,10,1,12,241402,43622,64864,2629,,,47,19
0000073,大末建設,2020/03,10,1,12,241402,41406,65167,2854,,,82,46
0000073,大末建設,2021/03,10,1,12,241402,40533,56490,3240,,,128,175
0000073,大末建設,2022/03,10,1,12,241402,48662,69645,3343,,,120,79
0000074,鉄建建設,2006/03,10,1,12,241402,198439,194577,11578,,,634,202
0000074,鉄建建設,2007/03,10,1,12,241402,188932,183117,10222,,,567,135
0000074,鉄建建設,2008/03,10,1,12,241402,175525,180897,8285,,,465,635
0000074,鉄建建設,2009/03,10,1,12,241402,155472,153275,7868,,,403,630
0000074,鉄建建設,2010/03,10,1,12,241402,154527,139229,7126,,,318,463
0000074,鉄建建設,2011/03,10,1,12,241402,152763,130831,6726,,,443,222
0000074,鉄建建設,2012/03,10,1,12,241402,150614,130431,6313,,,368,115
0000074,鉄建建設,2013/03,10,1,12,241402,162082,126609,5495,,,422,118
0000074,鉄建建設,2014/03,10,1,12,241402,166426,137281,5403,,,332,112
0000074,鉄建建設,2015/03,10,1,12,241402,181367,150672,5747,,,319,1264
0000074,鉄建建設,2016/03,10,1,12,241402,183672,171243,6279,,,319,633
0000074,鉄建建設,2017/03,10,1,12,241402,183730,165053,7394,,,395,328
0000074,鉄建建設,2018/03,10,1,12,241402,188928,168551,8613,,,552,1992
0000074,鉄建建設,2019/03,10,1,12,241402,193676,174670,9342,,,559,3624
0000074,鉄建建設,2020/03,10,1,12,241402,200137,192842,9779,,,747,2794
0000074,鉄建建設,2021/03,10,1,12,241402,185237,182020,9543,,,754,1426
0000074,鉄建建設,2022/03,10,1,12,241402,173079,151551,9861,,,827,1053
0000079,西松建設,2006/03,10,1,12,241402,724745,449061,20512,128,,1536,2084
0000079,西松建設,2007/03,10,1,12,241402,713713,492527,21510,215,,1343,1353
0000079,西松建設,2008/03,10,1,12,241402,649079,432694,21494,,,1145,3835
0000079,西松建設,2009/03,10,1,12,241402,589982,424047,21740,,,1079,2480
0000079,西松建設,2010/03,10,1,12,241402,414393,396823,19518,,,882,683
0000079,西松建設,2011/03,10,1,12,241402,331998,257856,15003,,,645,4391
0000079,西松建設,2012/03,10,1,12,241402,322523,263928,12277,,,812,3568
0000079,西松建設,2013/03,10,1,12,241402,342974,253250,12948,,,1015,12124
0000079,西松建設,2014/03,10,1,12,241402,374399,314638,13225,,,1281,4930
0000079,西松建設,2015/03,10,1,12,241402,386469,342989,14058,,,1226,3060
0000079,西松建設,2016/03,10,1,12,241402,351334,308826,14919,,,1254,10322
0000079,西松建設,2017/03,10,1,12,241402,385674,315228,16999,,,1298,11965
0000079,西松建設,2018/03,10,1,12,241402,381355,284412,17673,,,1363,18849
0000079,西松建設,2019/03,10,1,12,241402,466327,349318,18495,,,1377,20696
0000079,西松建設,2020/03,10,1,12,241402,497045,391621,18624,,,1506,26925
0000079,西松建設,2021/03,10,1,12,241402,472440,336241,18810,,,1533,18576
0000079,西松建設,2022/03,10,1,12,241402,477613,323754,20232,,,1748,31103
0000080,三井住友建設,2006/03,10,1,12,241402,362285,545384,23271,,,1437,2700
0000080,三井住友建設,2007/03,10,1,12,241402,340081,529950,21459,,,1354,900
0000080,三井住友建設,2008/03,10,1,12,241402,337893,499989,20930,,,1269,800
0000080,三井住友建設,2009/03,10,1,12,241402,240788,396065,18634,,,1144,700
0000080,三井住友建設,2010/03,10,1,12,241402,222588,336476,16537,,,1015,1000
0000080,三井住友建設,2011/03,10,1,12,241402,197021,298647,15399,,,916,1300
0000080,三井住友建設,2012/03,10,1,12,241402,233608,313558,14345,,,909,1300
0000080,三井住友建設,2013/03,10,1,12,241402,221416,342727,14330,,,885,700
0000080,三井住友建設,2014/03,10,1,12,241402,250716,382724,14949,,,975,1500
0000080,三井住友建設,2015/03,10,1,12,241402,279450,377825,15685,,,1118,2400
0000080,三井住友建設,2016/03,10,1,12,241402,293663,414958,16429,,,1380,1700
0000080,三井住友建設,2017/03,10,1,12,241402,302152,403908,18483,,,1657,1800
0000080,三井住友建設,2018/03,10,1,12,241402,317688,417310,20473,,,2067,1700
0000080,三井住友建設,2019/03,10,1,12,241402,340851,448758,21831,,,2474,1000
0000080,三井住友建設,2020/03,10,1,12,241402,353410,472402,22903,,,2750,2300
0000080,三井住友建設,2021/03,10,1,12,241402,376826,421619,23351,,,2748,3200
0000080,三井住友建設,2022/03,10,1,12,241402,394073,403275,25638,,,2484,3300
0000081,大豊建設,2006/03,10,1,12,241402,160848,167255,8435,32,,80,749
0000081,大豊建設,2007/03,10,1,12,241402,163981,155825,7732,24,,112,1888
0000081,大豊建設,2008/03,10,1,12,241402,155363,163246,7257,,,130,1090
0000081,大豊建設,2009/03,10,1,12,241402,117139,142353,5829,,,111,447
0000081,大豊建設,2010/03,10,1,12,241402,96171,120978,4785,,,69,786
0000081,大豊建設,2011/03,10,1,12,241402,89802,116564,4717,,,59,343
0000081,大豊建設,2012/03,10,1,12,241402,89662,101179,4441,,,44,589
0000081,大豊建設,2013/03,10,1,12,241402,89960,112740,4266,,,43,297
0000081,大豊建設,2014/03,10,1,12,241402,96535,126416,4158,,,35,265
0000081,大豊建設,2015/03,10,1,12,241402,109185,138525,4554,,,37,211
0000081,大豊建設,2016/03,10,1,12,241402,117353,146815,4682,,,41,746
0000081,大豊建設,2017/03,10,1,12,241402,129232,143613,5167,,,51,1331
0000081,大豊建設,2018/03,10,1,12,241402,140561,149649,5155,,,58,2176
0000081,大豊建設,2019/03,10,1,12,241402,146938,150777,5659,,,67,2380
0000081,大豊建設,2020/03,10,1,12,241402,152187,162811,5921,,,98,1465
0000081,大豊建設,2021/03,10,1,12,241402,170899,161697,6031,,,93,7242
0000081,大豊建設,2022/03,10,1,12,241402,169621,156520,6333,,,183,2194
0000090,奥村組,2006/03,10,1,12,241402,437155,269888,22810,227,,1076,618
0000090,奥村組,2007/03,10,1,12,241402,415647,227770,22303,227,,1002,2866
0000090,奥村組,2008/03,10,1,12,241402,332711,254089,21605,,,932,2259
0000090,奥村組,2009/03,10,1,12,241402,293677,226973,17420,,,706,1869
0000090,奥村組,2010/03,10,1,12,241402,241758,198493,15047,,,643,871
0000090,奥村組,2011/03,10,1,12,241402,229771,192617,15896,,,578,2391
0000090,奥村組,2012/03,10,1,12,241402,216856,179284,16171,,,614,3290
0000090,奥村組,2013/03,10,1,12,241402,234033,196554,13500,,,689,8559
0000090,奥村組,2014/03,10,1,12,241402,239663,193024,13565,,,682,2617
0000090,奥村組,2015/03,10,1,12,241402,260302,205268,13469,,,650,2809
0000090,奥村組,2016/03,10,1,12,241402,266680,205291,14226,,,788,3131
0000090,奥村組,2017/03,10,1,12,241402,289474,203090,15384,,,865,2419
0000090,奥村組,2018/03,10,1,12,241402,313863,223927,16911,,,1080,3831
0000090,奥村組,2019/03,10,1,12,241402,297690,220884,17826,,,1337,4363
0000090,奥村組,2020/03,10,1,12,241402,294919,226371,17571,,,1443,12171
0000090,奥村組,2021/03,10,1,12,241402,329005,220712,18599,,,1666,10103
0000090,奥村組,2022/03,10,1,12,241402,332348,242458,19190,,,1629,7371
0000092,東鉄工業,2006/03,10,1,12,241406,72645,99912,6314,,,,2876
0000092,東鉄工業,2007/03,10,1,12,241406,75505,96791,5798,,,3,3087
0000092,東鉄工業,2008/03,10,1,12,241406,72049,100543,5780,,,26,2217
0000092,東鉄工業,2009/03,10,1,12,241406,62574,89551,6172,,,42,3667
0000092,東鉄工業,2010/03,10,1,12,241406,65061,88644,6185,,,34,3147
0000092,東鉄工業,2011/03,10,1,12,241406,70116,92146,5622,,,70,1745
0000092,東鉄工業,2012/03,10,1,12,241406,67733,86945,5332,,,36,1233
0000092,東鉄工業,2013/03,10,1,12,241406,80085,87165,5227,,,57,3010
0000092,東鉄工業,2014/03,10,1,12,241406,91645,109388,6175,,,47,1661
0000092,東鉄工業,2015/03,10,1,12,241406,101961,116106,6514,,,44,2199
0000092,東鉄工業,2016/03,10,1,12,241406,114156,126807,6700,,,23,1698
0000092,東鉄工業,2017/03,10,1,12,241406,122320,130634,6713,,,80,4475
0000092,東鉄工業,2018/03,10,1,12,241406,126950,131209,6783,,,98,2000
0000092,東鉄工業,2019/03,10,1,12,241406,135291,134739,7470,,,227,4277
0000092,東鉄工業,2020/03,10,1,12,241406,145349,146034,7771,,,157,6034
0000092,東鉄工業,2021/03,10,1,12,241406,141701,132919,7814,,,335,4439
0000092,東鉄工業,2022/03,10,1,12,241406,136669,114718,7523,,,56,6442
0000101,イチケン,2006/03,10,0,12,241402,36743,66256,1905,6,,,
0000101,イチケン,2007/03,10,1,12,241402,44121,65676,1806,,,,1668
0000101,イチケン,2008/03,10,0,12,241402,35039,68975,1944,6,,,
0000101,イチケン,2009/03,10,0,12,241402,33264,64093,2099,1,,,
0000101,イチケン,2010/03,10,0,12,241402,28574,59797,2263,1,,,
0000101,イチケン,2011/03,10,0,12,241402,28718,49976,1647,1,,,
0000101,イチケン,2012/03,10,0,12,241402,33265,57898,1611,2,,,
0000101,イチケン,2013/03,10,0,12,241402,31161,57620,1783,1,,,
0000101,イチケン,2014/03,10,0,12,241402,30797,62424,1946,2,,,
0000101,イチケン,2015/03,10,0,12,241402,36179,67730,2003,1,,,
0000101,イチケン,2016/03,10,0,12,241402,38680,71778,2367,3,,,
0000101,イチケン,2017/03,10,0,12,241402,49232,81495,2471,1,,,
0000101,イチケン,2018/03,10,0,12,241402,54637,82027,2415,5,,,
0000101,イチケン,2019/03,10,0,12,241402,58669,93824,2484,8,,,1046
0000101,イチケン,2020/03,10,0,12,241402,52717,86513,2867,21,,,5701
0000101,イチケン,2021/03,10,0,12,241402,54028,88624,2903,22,,,76
0000101,イチケン,2022/03,10,0,12,241402,57617,83776,2712,17,,,
0000105,浅沼組,2006/03,10,1,12,241402,206387,202381,9789,40,,251,164
0000105,浅沼組,2007/03,10,1,12,241402,195836,230878,9964,43,,272,467
0000105,浅沼組,2008/03,10,1,12,241402,173667,197182,9024,,,226,184
0000105,浅沼組,2009/03,10,1,12,241402,147838,181874,7899,,,202,248
0000105,浅沼組,2010/03,10,1,12,241402,127504,154888,7162,,,138,188
0000105,浅沼組,2011/03,10,1,12,241402,125878,128201,6949,,,140,2440
0000105,浅沼組,2012/03,10,1,12,241402,124162,140462,6504,,,136,298
0000105,浅沼組,2013/03,10,1,12,241402,107110,121192,6065,,,126,395
0000105,浅沼組,2014/03,10,1,12,241402,106341,136311,5076,,,129,1276
0000105,浅沼組,2015/03,10,1,12,241402,104143,126837,5348,,,153,194
0000105,浅沼組,2016/03,10,1,12,241402,106063,146982,5953,,,168,410
0000105,浅沼組,2017/03,10,1,12,241402,104395,132699,6682,,,250,648
0000105,浅沼組,2018/03,10,1,12,241402,103369,143434,7205,,,229,872
0000105,浅沼組,2019/03,10,1,12,241402,102000,135713,7624,,,319,1730
0000105,浅沼組,2020/03,10,1,12,241402,103044,141472,8017,,,407,574
0000105,浅沼組,2021/03,10,1,12,241402,92176,138934,8653,,,488,1021
0000105,浅沼組,2022/03,10,1,12,241402,90132,135478,8609,,,574,1095
0000112,戸田建設,2006/03,10,1,12,241402,653804,484958,26619,,,2406,6900
0000112,戸田建設,2007/03,10,1,12,241402,672784,464673,25470,,,2345,6200
0000112,戸田建設,2008/03,10,1,12,241402,608102,467113,25614,,,2247,871
0000112,戸田建設,2009/03,10,1,12,241402,540856,464762,25555,,,2253,10900
0000112,戸田建設,2010/03,10,1,12,241402,501189,475653,24908,,,2146,5800
0000112,戸田建設,2011/03,10,1,12,241402,499111,452499,24766,,,1906,5300
0000112,戸田建設,2012/03,10,1,12,241402,487160,489385,23140,,,1903,4500
0000112,戸田建設,2013/03,10,1,12,241402,500199,497048,22354,,,1346,3900
0000112,戸田建設,2014/03,10,1,12,241402,473510,448987,20643,,,1201,2100
0000112,戸田建設,2015/03,10,1,12,241402,495442,420324,23130,,,1066,3100
0000112,戸田建設,2016/03,10,1,12,241402,548711,492621,26176,,,1049,7200
0000112,戸田建設,2017/03,10,1,12,241402,536582,422722,27944,,,1135,14100
0000112,戸田建設,2018/03,10,1,12,241402,558312,429026,29878,,,1421,9300
0000112,戸田建設,2019/03,10,1,12,241402,667722,510436,32591,,,1679,20600
0000112,戸田建設,2020/03,10,1,12,241402,634557,518683,35100,,,2180,21600
0000112,戸田建設,2021/03,10,1,12,241402,735789,507134,37190,,,2721,30600
0000112,戸田建設,2022/03,10,1,12,241402,761199,501509,38292,,,2801,25000
0000114,東亜道路工業,2006/03,10,1,12,241403,91409,107309,9125,36,,306,2983
0000114,東亜道路工業,2007/03,10,1,12,241403,85589,110563,8776,42,,267,1253
0000114,東亜道路工業,2008/03,10,1,12,241403,79437,107928,7276,,,244,941
0000114,東亜道路工業,2009/03,10,1,12,241403,72966,105968,7077,,,233,788
0000114,東亜道路工業,2010/03,10,1,12,241403,76534,104514,6862,,,211,998
0000114,東亜道路工業,2011/03,10,1,12,241403,68945,91230,6304,,,229,1282
0000114,東亜道路工業,2012/03,10,1,12,241403,73551,103156,6138,,,236,1938
0000114,東亜道路工業,2013/03,10,1,12,241403,74291,105991,6323,,,206,1780
0000114,東亜道路工業,2014/03,10,1,12,241403,80097,118848,6571,,,219,2099
0000114,東亜道路工業,2015/03,10,1,12,241403,80156,113663,6732,,,246,3144
0000114,東亜道路工業,2016/03,10,1,12,241403,81193,96586,6851,,,295,2194
0000114,東亜道路工業,2017/03,10,1,12,241403,79998,99849,7099,,,304,1898
0000114,東亜道路工業,2018/03,10,1,12,241403,89426,98218,7230,,,288,2100
0000114,東亜道路工業,2019/03,10,1,12,241403,89813,103676,7125,,,293,3414
0000114,東亜道路工業,2020/03,10,1,12,241403,84027,109123,7491,,,259,1886
0000114,東亜道路工業,2021/03,10,1,12,241403,87846,111801,7353,,,249,1945
0000114,東亜道路工業,2022/03,10,1,12,241403,84691,112118,7266,,,264,2813
0000115,日本道路,2006/03,10,1,12,241403,133693,136687,10829,43,,309,4893
0000115,日本道路,2007/03,10,1,12,241403,135832,144911,10742,28,,360,4851
0000115,日本道路,2008/03,10,1,12,241403,133716,142549,8176,,,322,7027
0000115,日本道路,2009/03,10,1,12,241403,124996,141078,8449,,,306,3503
0000115,日本道路,2010/03,10,1,12,241403,129967,140486,8294,,,327,2832
0000115,日本道路,2011/03,10,1,12,241403,119603,127029,7835,,,378,2388
0000115,日本道路,2012/03,10,1,12,241403,128085,134410,7937,,,392,3399
0000115,日本道路,2013/03,10,1,12,241403,128656,142175,8151,,,349,4821
0000115,日本道路,2014/03,10,1,12,241403,142165,157468,8501,,,344,3976
0000115,日本道路,2015/03,10,1,12,241403,145231,159054,9118,,,366,4802
0000115,日本道路,2016/03,10,1,12,241403,142698,141783,9237,,,452,4277
0000115,日本道路,2017/03,10,1,12,241403,142443,134365,9301,,,462,4209
0000115,日本道路,2018/03,10,1,12,241403,147783,140690,8897,,,451,6439
0000115,日本道路,2019/03,10,1,12,241403,151341,146294,8219,,,434,4375
0000115,日本道路,2020/03,10,1,12,241403,145974,148699,8351,,,483,6118
0000115,日本道路,2021/03,10,1,12,241403,152917,157796,8521,,,451,4656
0000115,日本道路,2022/03,10,1,12,241403,152194,156379,8765,,,478,4812
0000116,東亜建設工業,2006/03,10,1,12,241403,248111,222530,13707,98,,1640,1480
0000116,東亜建設工業,2007/03,10,1,12,241403,221855,188573,12378,91,,1149,1941
0000116,東亜建設工業,2008/03,10,1,12,241403,200943,213825,11623,,,1260,4471
0000116,東亜建設工業,2009/03,10,1,12,241403,192350,205978,11689,,,1075,3393
0000116,東亜建設工業,2010/03,10,1,12,241403,194913,190301,11229,,,998,2645
0000116,東亜建設工業,2011/03,10,1,12,241403,169103,164772,10841,,,1193,1300
0000116,東亜建設工業,2012/03,10,1,12,241403,168123,136007,10310,,,1102,3000
0000116,東亜建設工業,2013/03,10,1,12,241403,182868,160984,9981,,,912,1200
0000116,東亜建設工業,2014/03,10,1,12,241403,189445,192607,9695,,,946,1300
0000116,東亜建設工業,2015/03,10,1,12,241403,190202,198884,9589,,,777,2191
0000116,東亜建設工業,2016/03,10,1,12,241403,196491,200282,9949,,,872,3743
0000116,東亜建設工業,2017/03,10,1,12,241403,183735,167200,10013,,,896,900
0000116,東亜建設工業,2018/03,10,1,12,241403,190276,161045,10135,,,960,1000
0000116,東亜建設工業,2019/03,10,1,12,241403,202514,173692,10624,,,1013,2400
0000116,東亜建設工業,2020/03,10,1,12,241403,202657,190278,11458,,,1058,3100
